id,lat,lon
1002582,-30.2569,153.15
1002583,-30.2578,153.1495
1002584,-30.2586,153.1489
1002585,-30.2591,153.148
1002586,-30.26,153.1476
1002587,-30.2609,153.1478
1002588,-30.2619,153.148
1002589,-30.2629,153.1479
1002590,-30.2639,153.1479
1002591,-30.2649,153.148
1002592,-30.2657,153.1487
1002593,-30.2665,153.1492
1002594,-30.2674,153.1497
1002595,-30.2682,153.1502
1002596,-30.2691,153.1506
1002597,-30.2701,153.1507
1002598,-30.2711,153.1505
1002599,-30.272,153.1502
1002600,-30.2729,153.1497
1002601,-30.2739,153.1497
1002602,-30.2749,153.1499
1002603,-30.2759,153.15
1002604,-30.2769,153.1501
1002605,-30.2779,153.1503
1002606,-30.2789,153.1504
1002607,-30.2799,153.1503
1002608,-30.2807,153.1497
1002609,-30.2815,153.1491
1002610,-30.2823,153.1485
1002611,-30.2833,153.1482
1002612,-30.2842,153.148
1002613,-30.2852,153.1478
1002614,-30.2861,153.1474
1002615,-30.2869,153.1468
1002616,-30.2876,153.146
1002617,-30.2884,153.1453
1002618,-30.2892,153.1448
1002619,-30.2901,153.145
1002620,-30.2911,153.1451
1002621,-30.2921,153.1454
1002622,-30.293,153.1456
1002623,-30.294,153.1458
1002624,-30.295,153.1459
1002625,-30.2959,153.1463
1002626,-30.2968,153.1467
1002627,-30.2978,153.147
1002628,-30.2987,153.1474
1002629,-30.2996,153.1477
1002630,-30.3006,153.1481
1002631,-30.3015,153.1483
1002632,-30.3023,153.1487
1002633,-30.3025,153.1497
1002634,-30.303,153.1505
1002635,-30.3031,153.1515
1002636,-30.3031,153.1525
1002637,-30.3034,153.1535
1002638,-30.3038,153.1543
1002639,-30.3045,153.155
1002640,-30.3052,153.1552
1002641,-30.306,153.155
1002642,-30.3069,153.1548
1002643,-30.3079,153.1544
1002644,-30.3086,153.1542
1002645,-30.3096,153.1541
1002646,-30.3105,153.1537
1002647,-30.3114,153.1532
1002648,-30.3122,153.1527
1002649,-30.3129,153.1519
1002650,-30.3136,153.1513
1002651,-30.3145,153.1508
1002652,-30.3151,153.15
1002653,-30.3157,153.1492
1002654,-30.316,153.1483
1002655,-30.3163,153.1473
1002656,-30.3166,153.1463
1002657,-30.3168,153.1453
1002658,-30.3171,153.1443
1002659,-30.3174,153.1433
1002660,-30.3181,153.1426
1002661,-30.3185,153.1417
1002662,-30.319,153.1408
1002663,-30.3195,153.14
1002664,-30.3201,153.1392
1002665,-30.3208,153.1385
1002666,-30.3215,153.1378
1002667,-30.3224,153.1373
1002668,-30.3231,153.1366
1002669,-30.3237,153.1358
1002670,-30.3238,153.1348
1002671,-30.324,153.1338
1002672,-30.3247,153.1333
1002673,-30.3257,153.1329
1002674,-30.3266,153.1325
1002675,-30.3274,153.1326
1002676,-30.3281,153.132
1002677,-30.3287,153.1312
1002678,-30.3292,153.1302
1002679,-30.3298,153.1293
1002680,-30.3303,153.1283
1002681,-30.3309,153.1274
1002682,-30.3315,153.1265
1002683,-30.3322,153.1259
1002684,-30.333,153.1252
1002685,-30.3337,153.1245
1002686,-30.3345,153.1239
1002687,-30.3353,153.1233
1002688,-30.3361,153.1227
1002689,-30.3369,153.1221
1002690,-30.3377,153.1214
1002691,-30.3384,153.1208
1002692,-30.3393,153.1203
1002693,-30.3401,153.1198
1002694,-30.3409,153.1192
1002695,-30.3418,153.1187
1002696,-30.3426,153.118
1002697,-30.3434,153.1175
1002698,-30.3442,153.1169
1002699,-30.3451,153.1164
1002700,-30.346,153.116
1002701,-30.3469,153.1155
1002702,-30.3478,153.1152
1002703,-30.3487,153.1148
1002704,-30.3496,153.1145
1002705,-30.3506,153.1143
1002706,-30.3516,153.1142
1002707,-30.3526,153.1141
1002708,-30.3536,153.1142
1002709,-30.3546,153.1144
1002710,-30.3556,153.1146
1002711,-30.3566,153.1146
1002712,-30.3575,153.1144
1002713,-30.3583,153.1138
1002714,-30.3593,153.1134
1002715,-30.3602,153.1131
1002716,-30.3612,153.1131
1002717,-30.3619,153.1124
1002718,-30.3627,153.1118
1002719,-30.3635,153.1112
1002720,-30.3641,153.1104
1002721,-30.3649,153.1098
1002722,-30.3657,153.1093
1002723,-30.3667,153.1089
1002724,-30.3677,153.1091
1002725,-30.3684,153.1094
1002726,-30.369,153.1096
1002727,-30.37,153.1096
1002728,-30.3707,153.1101
1002729,-30.3717,153.1102
1002730,-30.3726,153.1097
1002731,-30.3732,153.1107
1002732,-30.374,153.1114
1002733,-30.3746,153.1122
1002734,-30.3755,153.1125
1002735,-30.3761,153.1118
1002736,-30.3763,153.1109
1002737,-30.3764,153.1099
1002738,-30.3762,153.1089
1002739,-30.3766,153.108
1002740,-30.3772,153.1073
1002741,-30.3777,153.1066
1002742,-30.3785,153.1061
1002743,-30.3791,153.1052
1002744,-30.3797,153.1044
1002745,-30.3802,153.1036
1002746,-30.3809,153.1029
1002747,-30.3817,153.1022
1002748,-30.3823,153.1014
1002749,-30.3829,153.1006
1002750,-30.3836,153.0999
1002751,-30.3843,153.0992
1002752,-30.3849,153.0984
1002753,-30.3857,153.0977
1002754,-30.3864,153.0971
1002755,-30.3871,153.0963
1002756,-30.3878,153.0956
1002757,-30.3886,153.095
1002758,-30.3893,153.0943
1002759,-30.39,153.0936
1002760,-30.3908,153.093
1002761,-30.3916,153.0924
1002762,-30.3924,153.0918
1002763,-30.3932,153.0912
1002764,-30.394,153.0906
1002765,-30.3948,153.09
1002766,-30.3956,153.0894
1002767,-30.3964,153.0888
1002768,-30.3972,153.0882
1002769,-30.3981,153.0877
1002770,-30.3989,153.0871
1002771,-30.3998,153.0867
1002772,-30.4006,153.0862
1002773,-30.4015,153.0856
1002774,-30.4024,153.0852
1002775,-30.4032,153.0847
1002776,-30.4041,153.0842
1002777,-30.405,153.0837
1002778,-30.4059,153.0835
1002779,-30.4069,153.0836
1002780,-30.4079,153.0838
1002781,-30.4089,153.0841
1002782,-30.4098,153.0843
1002783,-30.4108,153.0845
1002784,-30.4118,153.0848
1002785,-30.4128,153.085
1002786,-30.4137,153.0853
1002787,-30.4147,153.0855
1002788,-30.4157,153.0857
1002789,-30.4166,153.086
1002790,-30.4176,153.0863
1002791,-30.4185,153.0865
1002792,-30.4195,153.0863
1002793,-30.4204,153.086
1002794,-30.4214,153.0856
1002795,-30.4224,153.0855
1002796,-30.4234,153.0854
1002797,-30.4244,153.0854
1002798,-30.4254,153.0853
1002799,-30.4264,153.0853
1002800,-30.4273,153.0856
1002801,-30.4282,153.086
1002802,-30.4292,153.0862
1002803,-30.4302,153.0861
1002804,-30.4312,153.0858
1002805,-30.4321,153.0856
1002806,-30.4331,153.0853
1002807,-30.434,153.0849
1002808,-30.4348,153.0842
1002809,-30.4354,153.0835
1002810,-30.4361,153.0828
1002811,-30.4368,153.0821
1002812,-30.4376,153.0814
1002813,-30.4383,153.0807
1002814,-30.439,153.08
1002815,-30.4397,153.0793
1002816,-30.4401,153.0784
1002817,-30.4404,153.0774
1002818,-30.4406,153.0764
1002819,-30.4408,153.0755
1002820,-30.4409,153.0745
1002821,-30.441,153.0735
1002822,-30.4412,153.0725
1002823,-30.4415,153.0715
1002824,-30.4421,153.0707
1002825,-30.4427,153.0699
1002826,-30.4434,153.0692
1002827,-30.4441,153.0685
1002828,-30.4448,153.0678
1002829,-30.4456,153.0671
1002830,-30.4464,153.0666
1002831,-30.4474,153.0664
1002832,-30.4484,153.0665
1002833,-30.4494,153.0664
1002834,-30.4504,153.0663
1002835,-30.4512,153.0657
1002836,-30.4519,153.065
1002837,-30.4525,153.0642
1002838,-30.4532,153.0635
1002839,-30.4534,153.0625
1002840,-30.4534,153.0615
1002841,-30.4535,153.0605
1002842,-30.454,153.0596
1002843,-30.4546,153.0589
1002844,-30.4554,153.0583
1002845,-30.4562,153.0576
1002846,-30.457,153.0571
1002847,-30.4579,153.0565
1002848,-30.4587,153.056
1002849,-30.4596,153.0555
1002850,-30.4604,153.055
1002851,-30.4613,153.0544
1002852,-30.4622,153.054
1002853,-30.463,153.0535
1002854,-30.4639,153.0529
1002855,-30.4647,153.0524
1002856,-30.4656,153.0518
1002857,-30.4664,153.0514
1002858,-30.4673,153.0508
1002859,-30.4681,153.0503
1002860,-30.469,153.0498
1002861,-30.4699,153.0493
1002862,-30.4708,153.0489
1002863,-30.4716,153.0483
1002864,-30.4725,153.0479
1002865,-30.4733,153.0474
1002866,-30.4743,153.047
1002867,-30.4752,153.0466
1002868,-30.4761,153.0462
1002869,-30.477,153.0459
1002870,-30.478,153.0456
1002871,-30.4789,153.0453
1002872,-30.4799,153.045
1002873,-30.4809,153.0448
1002874,-30.4818,153.0445
1002875,-30.4828,153.0441
1002876,-30.4836,153.0436
1002877,-30.4845,153.0432
1002878,-30.4854,153.0427
1002879,-30.4863,153.0423
1002880,-30.4872,153.0418
1002881,-30.4881,153.0415
1002882,-30.4891,153.0413
1002883,-30.4901,153.0412
1002884,-30.4911,153.0413
1002885,-30.4921,153.0416
1002886,-30.493,153.0419
1002887,-30.494,153.0421
1002888,-30.495,153.0422
1002889,-30.496,153.0423
1002890,-30.497,153.0424
1002891,-30.498,153.0424
1002892,-30.499,153.0425
1002893,-30.5,153.0423
1002894,-30.5008,153.0418
1002895,-30.5016,153.0411
1002896,-30.5025,153.0407
1002897,-30.5035,153.0407
1002898,-30.5044,153.0411
1002899,-30.5054,153.0414
1002900,-30.5063,153.0418
1002901,-30.5072,153.0422
1002902,-30.508,153.0427
1002903,-30.5089,153.0433
1002904,-30.5097,153.0439
1002905,-30.5105,153.0444
1002906,-30.5114,153.0448
1002907,-30.5124,153.0452
1002908,-30.5134,153.0453
1002909,-30.5143,153.0451
1002910,-30.5152,153.0446
1002911,-30.5161,153.0442
1002912,-30.517,153.0437
1002913,-30.5178,153.0431
1002914,-30.5186,153.0425
1002915,-30.5193,153.0418
1002916,-30.5202,153.0413
1002917,-30.5211,153.0408
1002918,-30.522,153.0405
1002919,-30.5229,153.0401
1002920,-30.5239,153.0398
1002921,-30.5248,153.0395
1002922,-30.5258,153.0392
1002923,-30.5267,153.0388
1002924,-30.5277,153.0385
1002925,-30.5286,153.0382
1002926,-30.5296,153.0379
1002927,-30.5306,153.0377
1002928,-30.5316,153.0375
1002929,-30.5325,153.0374
1002930,-30.5335,153.0373
1002931,-30.5345,153.0373
1002932,-30.5355,153.0375
1002933,-30.5365,153.0378
1002934,-30.5374,153.0382
1002935,-30.5383,153.0386
1002936,-30.5393,153.0388
1002937,-30.5402,153.039
1002938,-30.5408,153.0398
1002939,-30.541,153.0407
1002940,-30.5419,153.0413
1002941,-30.5428,153.0416
1002942,-30.5438,153.0416
1002943,-30.5448,153.0413
1002944,-30.5456,153.0408
1002945,-30.5464,153.0401
1002946,-30.547,153.0394
1002947,-30.5477,153.0386
1002948,-30.5484,153.0379
1002949,-30.5491,153.0372
1002950,-30.55,153.0367
1002951,-30.5509,153.0362
1002952,-30.5517,153.0357
1002953,-30.5526,153.0353
1002954,-30.5536,153.035
1002955,-30.5545,153.0347
1002956,-30.5555,153.0343
1002957,-30.5564,153.034
1002958,-30.5574,153.0337
1002959,-30.5583,153.0334
1002960,-30.5593,153.033
1002961,-30.5602,153.0327
1002962,-30.5612,153.0324
1002963,-30.5621,153.0322
1002964,-30.5631,153.032
1002965,-30.5641,153.0318
1002966,-30.5651,153.0317
1002967,-30.5661,153.0316
1002968,-30.5671,153.0314
1002969,-30.568,153.0312
1002970,-30.569,153.031
1002971,-30.57,153.0309
1002972,-30.571,153.0307
1002973,-30.572,153.0306
1002974,-30.573,153.0305
1002975,-30.574,153.0303
1002976,-30.575,153.0301
1002977,-30.5759,153.0299
1002978,-30.5769,153.0296
1002979,-30.5779,153.0294
1002980,-30.5788,153.0292
1002981,-30.5796,153.0287
1002982,-30.579,153.0279
1002983,-30.5783,153.0271
1002984,-30.5781,153.0262
1002985,-30.5789,153.0256
1002986,-30.5798,153.0252
1002987,-30.5809,153.025
1002988,-30.5819,153.0252
1002989,-30.5829,153.0251
1002990,-30.5838,153.0249
1002991,-30.5848,153.0248
1002992,-30.5858,153.0246
1002993,-30.5868,153.0243
1002994,-30.5878,153.0241
1002995,-30.5887,153.024
1002996,-30.5897,153.0238
1002997,-30.5907,153.0236
1002998,-30.5917,153.0235
1002999,-30.5927,153.0233
1003000,-30.5937,153.0231
1003001,-30.5947,153.023
1003002,-30.5957,153.0228
1003003,-30.5966,153.0227
1003004,-30.5976,153.0225
1003005,-30.5986,153.0223
1003006,-30.5996,153.0222
1003007,-30.6006,153.022
1003008,-30.6016,153.0219
1003009,-30.6026,153.0217
1003010,-30.6035,153.0215
1003011,-30.6045,153.0214
1003012,-30.6055,153.0212
1003013,-30.6065,153.021
1003014,-30.6075,153.0209
1003015,-30.6085,153.0207
1003016,-30.6095,153.0206
1003017,-30.6105,153.0204
1003018,-30.6114,153.0203
1003019,-30.6124,153.0201
1003020,-30.6134,153.02
1003021,-30.6144,153.0197
1003022,-30.6151,153.019
1003023,-30.6161,153.0186
1003024,-30.6173,153.0186
1003025,-30.6181,153.0191
1003026,-30.6187,153.0199
1003027,-30.6185,153.0209
1003028,-30.6183,153.0219
1003029,-30.6185,153.0228
1003030,-30.6189,153.0237
1003031,-30.6193,153.0247
1003032,-30.6198,153.0255
1003033,-30.6203,153.0264
1003034,-30.6207,153.0273
1003035,-30.621,153.0283
1003036,-30.6213,153.0292
1003037,-30.6217,153.0301
1003038,-30.6222,153.031
1003039,-30.6227,153.0319
1003040,-30.6234,153.0326
1003041,-30.6243,153.0331
1003042,-30.6252,153.0335
1003043,-30.6262,153.0337
1003044,-30.6271,153.0335
1003045,-30.6281,153.0331
1003046,-30.6289,153.0326
1003047,-30.6298,153.0321
1003048,-30.6306,153.0316
1003049,-30.6313,153.0309
1003050,-30.632,153.0301
1003051,-30.6326,153.0293
1003052,-30.6332,153.0285
1003053,-30.6337,153.0277
1003054,-30.6341,153.0267
1003055,-30.6346,153.0259
1003056,-30.6353,153.0251
1003057,-30.636,153.0244
1003058,-30.6368,153.0239
1003059,-30.6376,153.0232
1003060,-30.6384,153.0226
1003061,-30.6392,153.0221
1003062,-30.6402,153.0218
1003063,-30.6412,153.0217
1003064,-30.6422,153.0218
1003065,-30.6431,153.022
1003066,-30.6441,153.0224
1003067,-30.645,153.0228
1003068,-30.6459,153.0233
1003069,-30.6467,153.0238
1003070,-30.6475,153.0244
1003071,-30.6484,153.0248
1003072,-30.6494,153.0249
1003073,-30.6504,153.0245
1003074,-30.6511,153.0239
1003075,-30.6518,153.0232
1003076,-30.6523,153.0223
1003077,-30.6529,153.0215
1003078,-30.6537,153.021
1003079,-30.6546,153.0205
1003080,-30.6555,153.0201
1003081,-30.6564,153.0195
1003082,-30.6573,153.0192
1003083,-30.6582,153.0189
1003084,-30.6588,153.0181
1003085,-30.6593,153.0172
1003086,-30.6601,153.0166
1003087,-30.6609,153.0161
1003088,-30.6613,153.0152
1003089,-30.6616,153.0142
1003090,-30.6618,153.0132
1003091,-30.6621,153.0123
1003092,-30.6625,153.0113
1003093,-30.6629,153.0104
1003094,-30.6634,153.0096
1003095,-30.6639,153.0087
1003096,-30.6647,153.0081
1003097,-30.6656,153.0077
1003098,-30.6665,153.0075
1003099,-30.6675,153.0073
1003100,-30.6685,153.0071
1003101,-30.6695,153.0069
1003102,-30.6705,153.0067
1003103,-30.6716,153.0065
1003104,-30.6726,153.0063
1003105,-30.6736,153.0061
1003106,-30.6746,153.0059
1003107,-30.6756,153.0058
1003108,-30.6766,153.0056
1003109,-30.6776,153.0054
1003110,-30.6786,153.0052
1003111,-30.6796,153.005
1003112,-30.6806,153.0048
1003113,-30.6816,153.0046
1003114,-30.6826,153.0044
1003115,-30.6836,153.0042
1003116,-30.6847,153.004
1003117,-30.6857,153.0038
1003118,-30.6867,153.0036
1003119,-30.6877,153.0035
1003120,-30.6887,153.0033
1003121,-30.6897,153.0031
1003122,-30.6907,153.0029
1003123,-30.6917,153.0027
1003124,-30.6927,153.0025
1003125,-30.6937,153.0023
1003126,-30.6947,153.0021
1003127,-30.6957,153.0019
1003128,-30.6967,153.0018
1003129,-30.6978,153.0016
1003130,-30.6988,153.0014
1003131,-30.6998,153.0012
1003132,-30.7008,153.001
1003133,-30.7018,153.0008
1003134,-30.7028,153.0006
1003135,-30.7038,153.0004
1003136,-30.7048,153.0002
1003137,-30.7058,153
1003138,-30.7068,152.9998
1003139,-30.7078,152.9997
1003140,-30.7088,152.9995
1003141,-30.7098,152.9993
1003142,-30.7109,152.9991
1003143,-30.7119,152.9989
1003144,-30.7129,152.9987
1003145,-30.7139,152.9985
1003146,-30.7149,152.9983
1003147,-30.7159,152.9981
1003148,-30.7169,152.9979
1003149,-30.7179,152.9978
1003150,-30.7189,152.9976
1003151,-30.7199,152.9974
1003152,-30.7209,152.9972
1003153,-30.7219,152.997
1003154,-30.7229,152.9968
1003155,-30.724,152.9966
1003156,-30.725,152.9964
1003157,-30.726,152.9962
1003158,-30.727,152.996
1003159,-30.728,152.9958
1003160,-30.729,152.9957
1003161,-30.73,152.9955
1003162,-30.731,152.9953
1003163,-30.732,152.9951
1003164,-30.733,152.9949
1003165,-30.734,152.9947
1003166,-30.7349,152.9945
1003167,-30.7357,152.9944
1003168,-30.7361,152.9952
1003169,-30.7367,152.996
1003170,-30.737,152.9969
1003171,-30.7373,152.9979
1003172,-30.7375,152.9989
1003173,-30.7381,152.9997
1003174,-30.7388,153.0004
1003175,-30.7396,153.001
1003176,-30.7405,153.0015
1003177,-30.7414,153.0017
1003178,-30.7424,153.0019
1003179,-30.7434,153.0022
1003180,-30.7443,153.0025
1003181,-30.7452,153.0029
1003182,-30.7461,153.0034
1003183,-30.7469,153.004
1003184,-30.7478,153.0045
1003185,-30.7487,153.0049
1003186,-30.7497,153.0052
1003187,-30.7506,153.0055
1003188,-30.7516,153.0055
1003189,-30.7526,153.0053
1003190,-30.7534,153.0047
1003191,-30.7542,153.0041
1003192,-30.755,153.0035
1003193,-30.7559,153.003
1003194,-30.7569,153.0032
1003195,-30.7579,153.0033
1003196,-30.7588,153.0031
1003197,-30.7597,153.0026
1003198,-30.7605,153.002
1003199,-30.7613,153.0014
1003200,-30.7619,153.0006
1003201,-30.7627,152.9999
1003202,-30.7636,152.9997
1003203,-30.7646,152.9997
1003204,-30.7656,152.9996
1003205,-30.7666,152.9996
1003206,-30.7676,152.9996
1003207,-30.7686,152.9996
1003208,-30.7696,152.9996
1003209,-30.7706,152.9996
1003210,-30.7716,152.9995
1003211,-30.7726,152.9992
1003212,-30.7735,152.999
1003213,-30.7745,152.999
1003214,-30.7755,152.9992
1003215,-30.7765,152.9993
1003216,-30.7775,152.9995
1003217,-30.7785,152.9997
1003218,-30.7795,152.9999
1003219,-30.7805,153.0001
1003220,-30.7816,153.0002
1003221,-30.7826,153.0004
1003222,-30.7836,153.0006
1003223,-30.7846,153.0008
1003224,-30.7856,153.001
1003225,-30.7866,153.0012
1003226,-30.7876,153.0014
1003227,-30.7885,153.0016
1003228,-30.7894,153.002
1003229,-30.7901,153.0027
1003230,-30.791,153.0032
1003231,-30.7917,153.0039
1003232,-30.7923,153.0046
1003233,-30.7929,153.0055
1003234,-30.7936,153.0061
1003235,-30.7945,153.0066
1003236,-30.7954,153.0071
1003237,-30.7963,153.0075
1003238,-30.7972,153.0079
1003239,-30.7981,153.0083
1003240,-30.7991,153.0084
1003241,-30.8001,153.0084
1003242,-30.8011,153.0086
1003243,-30.8021,153.0087
1003244,-30.803,153.009
1003245,-30.804,153.0092
1003246,-30.8049,153.0088
1003247,-30.8058,153.0084
1003248,-30.8066,153.0078
1003249,-30.8075,153.0073
1003250,-30.8084,153.0069
1003251,-30.8094,153.0066
1003252,-30.8104,153.0064
1003253,-30.8114,153.0063
1003254,-30.8124,153.0064
1003255,-30.8133,153.0065
1003256,-30.8143,153.0066
1003257,-30.8153,153.0066
1003258,-30.8163,153.0067
1003259,-30.8173,153.0067
1003260,-30.8183,153.0068
1003261,-30.8193,153.0069
1003262,-30.8203,153.0073
1003263,-30.8212,153.0076
1003264,-30.8222,153.0078
1003265,-30.8232,153.0079
1003266,-30.8241,153.0078
1003267,-30.8252,153.0073
1003268,-30.8265,153.0073
1003269,-30.8275,153.0075
1003270,-30.8273,153.0082
1003271,-30.8282,153.0087
1003272,-30.8292,153.0091
1003273,-30.8301,153.0094
1003274,-30.8311,153.0097
1003275,-30.832,153.01
1003276,-30.833,153.0103
1003277,-30.8339,153.0105
1003278,-30.8349,153.0108
1003279,-30.8359,153.011
1003280,-30.8369,153.0112
1003281,-30.8378,153.0114
1003282,-30.8388,153.0116
1003283,-30.8398,153.0118
1003284,-30.8408,153.0119
1003285,-30.8418,153.0121
1003286,-30.8428,153.0123
1003287,-30.8437,153.0126
1003288,-30.8446,153.013
1003289,-30.8455,153.0136
1003290,-30.8463,153.0141
1003291,-30.8472,153.0145
1003292,-30.8482,153.0149
1003293,-30.8491,153.0152
1003294,-30.8501,153.0155
1003295,-30.851,153.0158
1003296,-30.8519,153.0163
1003297,-30.8528,153.0168
1003298,-30.8537,153.0172
1003299,-30.8545,153.0177
1003300,-30.8554,153.0182
1003301,-30.8563,153.0187
1003302,-30.8572,153.0191
1003303,-30.8581,153.0196
1003304,-30.8589,153.0201
1003305,-30.8598,153.0206
1003306,-30.8606,153.0212
1003307,-30.8615,153.0217
1003308,-30.8622,153.0223
1003309,-30.863,153.023
1003310,-30.8637,153.0237
1003311,-30.8642,153.0246
1003312,-30.8646,153.0255
1003313,-30.8651,153.0263
1003314,-30.8654,153.0273
1003315,-30.8654,153.0283
1003316,-30.8654,153.0293
1003317,-30.8654,153.0303
1003318,-30.8654,153.0313
1003319,-30.8655,153.0323
1003320,-30.8658,153.0332
1003321,-30.8661,153.0342
1003322,-30.8667,153.035
1003323,-30.8674,153.0356
1003324,-30.8684,153.0358
1003325,-30.8694,153.0356
1003326,-30.8703,153.0354
1003327,-30.8713,153.0354
1003328,-30.8723,153.0353
1003329,-30.8733,153.0353
1003330,-30.8743,153.0354
1003331,-30.8753,153.0355
1003332,-30.8763,153.0357
1003333,-30.8767,153.0366
1003334,-30.877,153.0375
1003335,-30.8776,153.0384
1003336,-30.8782,153.0392
1003337,-30.8787,153.04
1003338,-30.8791,153.0409
1003339,-30.8792,153.0419
1003340,-30.8795,153.0429
1003341,-30.8798,153.0438
1003342,-30.8799,153.0448
1003343,-30.8802,153.0458
1003344,-30.8806,153.0467
1003345,-30.8809,153.0477
1003346,-30.8809,153.0487
1003347,-30.8809,153.0497
1003348,-30.8807,153.0506
1003349,-30.8807,153.0517
1003350,-30.8805,153.0526
1003351,-30.8804,153.0536
1003352,-30.8802,153.0546
1003353,-30.8797,153.0555
1003354,-30.8793,153.0564
1003355,-30.8787,153.0572
1003356,-30.8781,153.058
1003357,-30.8774,153.0587
1003358,-30.8768,153.0595
1003359,-30.8762,153.0603
1003360,-30.8756,153.0611
1003361,-30.8751,153.062
1003362,-30.8747,153.0629
1003363,-30.8743,153.0638
1003364,-30.8739,153.0647
1003365,-30.8735,153.0656
1003366,-30.8733,153.0666
1003367,-30.8734,153.0676
1003368,-30.8735,153.0686
1003369,-30.8735,153.0696
1003370,-30.8734,153.0706
1003371,-30.8731,153.0715
1003372,-30.8735,153.0724
1003373,-30.8739,153.0733
1003374,-30.8745,153.0741
1003375,-30.8754,153.0746
1003376,-30.8762,153.075
1003377,-30.8752,153.0753
1003378,-30.8747,153.0762
1003379,-30.8747,153.0772
1003380,-30.875,153.0781
1003381,-30.8758,153.0788
1003382,-30.8767,153.079
1003383,-30.8777,153.079
1003384,-30.8787,153.0794
1003385,-30.8795,153.0799
1003386,-30.8804,153.0804
1003387,-30.8814,153.0806
1003388,-30.8823,153.0803
1003389,-30.8832,153.0798
1003390,-30.8842,153.0798
1003391,-30.8851,153.08
1003392,-30.8861,153.0803
1003393,-30.887,153.0807
1003394,-30.8878,153.0814
1003395,-30.8885,153.082
1003396,-30.8893,153.0826
1003397,-30.8901,153.0833
1003398,-30.8909,153.0838
1003399,-30.8918,153.0842
1003400,-30.8928,153.0845
1003401,-30.8937,153.085
1003402,-30.8943,153.0857
1003403,-30.8952,153.0863
1003404,-30.8961,153.0865
1003405,-30.8971,153.0863
1003406,-30.8981,153.0861
1003407,-30.8991,153.086
1003408,-30.9001,153.0863
1003409,-30.901,153.0867
1003410,-30.9019,153.0871
1003411,-30.9028,153.0875
1003412,-30.9037,153.0879
1003413,-30.9047,153.0883
1003414,-30.9056,153.0887
1003415,-30.9065,153.089
1003416,-30.9074,153.0894
1003417,-30.9082,153.0901
1003418,-30.9091,153.0905
1003419,-30.91,153.0909
1003420,-30.91,153.0919
1003421,-30.9106,153.0926
1003422,-30.9116,153.0928
1003423,-30.9126,153.0926
1003424,-30.9136,153.0924
1003425,-30.9143,153.0918
1003426,-30.9152,153.0914
1003427,-30.9162,153.0915
1003428,-30.9171,153.0918
1003429,-30.9181,153.0919
1003430,-30.9191,153.0922
1003431,-30.92,153.0926
1003432,-30.921,153.0927
1003433,-30.9219,153.0924
1003434,-30.9227,153.0917
1003435,-30.9236,153.0915
1003436,-30.9244,153.0909
1003437,-30.925,153.0901
1003438,-30.9258,153.0895
1003439,-30.9268,153.0893
1003440,-30.9277,153.089
1003441,-30.9286,153.0886
1003442,-30.9295,153.0882
1003443,-30.9304,153.0877
1003444,-30.9312,153.0871
1003445,-30.932,153.0865
1003446,-30.9329,153.086
1003447,-30.9337,153.0854
1003448,-30.9345,153.0849
1003449,-30.9353,153.0842
1003450,-30.9361,153.0837
1003451,-30.937,153.0831
1003452,-30.9378,153.0826
1003453,-30.9387,153.082
1003454,-30.9395,153.0815
1003455,-30.9402,153.0808
1003456,-30.941,153.0802
1003457,-30.9417,153.0795
1003458,-30.9425,153.0788
1003459,-30.9432,153.0781
1003460,-30.9439,153.0774
1003461,-30.9445,153.0766
1003462,-30.945,153.0758
1003463,-30.9458,153.0752
1003464,-30.9466,153.0747
1003465,-30.9475,153.0741
1003466,-30.9483,153.0736
1003467,-30.9491,153.0731
1003468,-30.95,153.0725
1003469,-30.9508,153.072
1003470,-30.9516,153.0714
1003471,-30.9524,153.0709
1003472,-30.9533,153.0703
1003473,-30.9541,153.0698
1003474,-30.9549,153.0693
1003475,-30.9558,153.0687
1003476,-30.9566,153.0682
1003477,-30.9574,153.0676
1003478,-30.9583,153.0671
1003479,-30.9591,153.0666
1003480,-30.9599,153.066
1003481,-30.9608,153.0655
1003482,-30.9616,153.0649
1003483,-30.9624,153.0644
1003484,-30.9632,153.0638
1003485,-30.9641,153.0633
1003486,-30.9649,153.0628
1003487,-30.9657,153.0622
1003488,-30.9666,153.0617
1003489,-30.9674,153.0611
1003490,-30.9682,153.0606
1003491,-30.9691,153.06
1003492,-30.9699,153.0595
1003493,-30.9707,153.059
1003494,-30.9716,153.0584
1003495,-30.9724,153.0579
1003496,-30.9732,153.0573
1003497,-30.974,153.0568
1003498,-30.9749,153.0562
1003499,-30.9757,153.0557
1003500,-30.9765,153.0552
1003501,-30.9774,153.0546
1003502,-30.9782,153.0541
1003503,-30.979,153.0535
1003504,-30.9799,153.053
1003505,-30.9807,153.0524
1003506,-30.9815,153.0519
1003507,-30.9824,153.0514
1003508,-30.9832,153.0508
1003509,-30.984,153.0503
1003510,-30.9848,153.0497
1003511,-30.9857,153.0492
1003512,-30.9865,153.0486
1003513,-30.9873,153.0481
1003514,-30.9882,153.0476
1003515,-30.989,153.047
1003516,-30.9898,153.0465
1003517,-30.9907,153.0459
1003518,-30.9915,153.0454
1003519,-30.9923,153.0448
1003520,-30.9932,153.0443
1003521,-30.994,153.0438
1003522,-30.9948,153.0432
1003523,-30.9958,153.0431
1003524,-30.9968,153.0429
1003525,-30.9978,153.0428
1003526,-30.9988,153.0426
